suburb,MODE,stop_count,School_Type,school_count,region,Housing_Type,timestamp,Latest_Median,Forecasted_Next_Quarter
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,1 bedroom flat,2025-03-01,450.0,433.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,2 bedroom flat,2025-03-01,550.0,598.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,2 bedroom house,2025-03-01,578.0,620.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,3 bedroom flat,2025-03-01,680.0,760.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,3 bedroom house,2025-03-01,700.0,790.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,4 bedroom house,2025-03-01,950.0,1075.0
Cheltenham,METRO TRAIN,6.0,Secondary,1.0,Southern Melbourne,All properties,2025-03-01,620.0,610.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,1 bedroom flat,2025-03-01,450.0,433.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,2 bedroom flat,2025-03-01,550.0,598.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,2 bedroom house,2025-03-01,578.0,620.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,3 bedroom flat,2025-03-01,680.0,760.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,3 bedroom house,2025-03-01,700.0,790.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,4 bedroom house,2025-03-01,950.0,1075.0
Cheltenham,SKYBUS,1.0,Primary,5.0,Southern Melbourne,All properties,2025-03-01,620.0,610.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,1 bedroom flat,2025-03-01,450.0,433.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,2 bedroom flat,2025-03-01,550.0,598.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,2 bedroom house,2025-03-01,578.0,620.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,3 bedroom flat,2025-03-01,680.0,760.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,3 bedroom house,2025-03-01,700.0,790.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,4 bedroom house,2025-03-01,950.0,1075.0
Cheltenham,SKYBUS,1.0,Secondary,1.0,Southern Melbourne,All properties,2025-03-01,620.0,610.0
Chepstowe,,,,,,,,,
Cherokee,,,,,,,,,
Cherrypool,,,,,,,,,
Cheshunt,REGIONAL BUS,1.0,,,,,,,
Cheshunt South,,,,,,,,,
Chesney Vale,,,,,,,,,
Chetwynd,,,,,,,,,
Chewton,REGIONAL BUS,6.0,Primary,1.0,,,,,
Chewton Bushlands,,,,,,,,,
Childers,,,,,,,,,
Chillingollah,,,,,,,,,
Chiltern,REGIONAL BUS,1.0,Primary,2.0,,,,,
Chiltern,REGIONAL COACH,1.0,Primary,2.0,,,,,
Chiltern,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Chiltern Valley,,,,,,,,,
Chinangin,,,,,,,,,
Chinkapook,,,,,,,,,
Chintin,,,,,,,,,
Chirnside Park,METRO BUS,24.0,Pri/Sec,1.0,,,,,
Chirnside Park,METRO BUS,24.0,Primary,1.0,,,,,
Chirrip,,,,,,,,,
Chocolyn,,,,,,,,,
Christmas Hills,,,Primary,1.0,,,,,
Chum Creek,,,Primary,1.0,,,,,
Churchill,REGIONAL BUS,22.0,Primary,3.0,,,,,
Churchill Island,,,,,,,,,
Chute,,,,,,,,,
Clarendon,REGIONAL COACH,1.0,,,,,,,
Claretown,,,,,,,,,
Clarinda,METRO BUS,28.0,Pri/Sec,1.0,,,,,
Clarinda,METRO BUS,28.0,Primary,2.0,,,,,
Clarkefield,REGIONAL BUS,1.0,,,,,,,
Clarkefield,REGIONAL COACH,1.0,,,,,,,
Clarkefield,REGIONAL TRAIN,2.0,,,,,,,
Clarkes Hill,,,Primary,1.0,,,,,
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,METRO BUS,61.0,Primary,2.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,METRO BUS,61.0,Secondary,1.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,METRO TRAIN,3.0,Primary,2.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,METRO TRAIN,3.0,Secondary,1.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,REGIONAL TRAIN,2.0,Primary,2.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,470.0,470.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,570.0,575.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,560.0,560.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,638.0,700.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,600.0,650.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,750.0,800.0
Clayton,REGIONAL TRAIN,2.0,Secondary,1.0,Inner Eastern Melbourne,All properties,2025-03-01,600.0,650.0
Clayton South,METRO BUS,58.0,Primary,3.0,,,,,
Clayton South,METRO BUS,58.0,Secondary,1.0,,,,,
Clayton South,METRO TRAIN,3.0,Primary,3.0,,,,,
Clayton South,METRO TRAIN,3.0,Secondary,1.0,,,,,
Clear Lake,,,,,,,,,
Clematis,METRO BUS,3.0,,,,,,,
Clifton Creek,,,Primary,1.0,,,,,
Clifton Hill,METRO BUS,11.0,Primary,2.0,,,,,
Clifton Hill,METRO TRAIN,10.0,Primary,2.0,,,,,
Clifton Hill,METRO TRAM,4.0,Primary,2.0,,,,,
Clifton Springs,REGIONAL BUS,25.0,Primary,1.0,,,,,
Clonbinane,,,,,,,,,
Clover Flat,,,,,,,,,
Cloverlea,,,,,,,,,
Club Terrace,,,,,,,,,
Clunes,REGIONAL BUS,2.0,Primary,1.0,,,,,
Clunes,REGIONAL COACH,2.0,Primary,1.0,,,,,
Clunes,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Clyde,METRO BUS,15.0,Primary,2.0,,,,,
Clyde,METRO BUS,15.0,Secondary,1.0,,,,,
Clyde,REGIONAL COACH,1.0,Primary,2.0,,,,,
Clyde,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Clyde North,METRO BUS,83.0,Pri/Sec,1.0,,,,,
Clyde North,METRO BUS,83.0,Primary,8.0,,,,,
Clyde North,METRO BUS,83.0,Secondary,1.0,,,,,
Clydebank,,,,,,,,,
Clydesdale,,,,,,,,,
Coalville,,,,,,,,,
Cobains,,,Primary,1.0,,,,,
Cobaw,,,,,,,,,
Cobbannah,,,,,,,,,
Cobberas,,,,,,,,,
Cobblebank,METRO BUS,7.0,,,,,,,
Cobblebank,REGIONAL COACH,1.0,,,,,,,
Cobblebank,REGIONAL TRAIN,2.0,,,,,,,
Cobden,REGIONAL BUS,3.0,Primary,1.0,,,,,
Cobden,REGIONAL BUS,3.0,Secondary,1.0,,,,,
Cobden,REGIONAL BUS,3.0,Special,1.0,,,,,
Cobram,REGIONAL BUS,12.0,Pri/Sec,1.0,,,,,
Cobram,REGIONAL BUS,12.0,Primary,2.0,,,,,
Cobram,REGIONAL BUS,12.0,Secondary,1.0,,,,,
Cobram,REGIONAL BUS,12.0,Special,1.0,,,,,
Cobram,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Cobram,REGIONAL COACH,1.0,Primary,2.0,,,,,
Cobram,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Cobram,REGIONAL COACH,1.0,Special,1.0,,,,,
Cobram East,,,,,,,,,
Cobrico,,,,,,,,,
Cobungra,REGIONAL BUS,2.0,,,,,,,
Coburg,METRO BUS,88.0,Pri/Sec,1.0,,,,,
Coburg,METRO BUS,88.0,Primary,7.0,,,,,
Coburg,METRO BUS,88.0,Secondary,2.0,,,,,
Coburg,METRO BUS,88.0,Special,1.0,,,,,
Coburg,METRO TRAIN,6.0,Pri/Sec,1.0,,,,,
Coburg,METRO TRAIN,6.0,Primary,7.0,,,,,
Coburg,METRO TRAIN,6.0,Secondary,2.0,,,,,
Coburg,METRO TRAIN,6.0,Special,1.0,,,,,
Coburg,METRO TRAM,23.0,Pri/Sec,1.0,,,,,
Coburg,METRO TRAM,23.0,Primary,7.0,,,,,
Coburg,METRO TRAM,23.0,Secondary,2.0,,,,,
Coburg,METRO TRAM,23.0,Special,1.0,,,,,
Coburg,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Coburg,REGIONAL COACH,1.0,Primary,7.0,,,,,
Coburg,REGIONAL COACH,1.0,Secondary,2.0,,,,,
Coburg,REGIONAL COACH,1.0,Special,1.0,,,,,
Coburg North,METRO BUS,42.0,Secondary,1.0,,,,,
Coburg North,METRO TRAIN,6.0,Secondary,1.0,,,,,
Coburg North,METRO TRAM,5.0,Secondary,1.0,,,,,
Cocamba,,,,,,,,,
Cochranes Creek,,,,,,,,,
Cockatoo,METRO BUS,11.0,Primary,1.0,,,,,
Cocoroc,,,,,,,,,
Codrington,,,,,,,,,
Coghills Creek,,,,,,,,,
Cohuna,REGIONAL BUS,1.0,Primary,2.0,,,,,
Cohuna,REGIONAL BUS,1.0,Secondary,1.0,,,,,
Cohuna,REGIONAL COACH,1.0,Primary,2.0,,,,,
Cohuna,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Coimadai,,,Primary,1.0,,,,,
Cokum,,,,,,,,,
Colac,REGIONAL BUS,55.0,Primary,4.0,,,,,
Colac,REGIONAL BUS,55.0,Secondary,2.0,,,,,
Colac,REGIONAL BUS,55.0,Special,1.0,,,,,
Colac,REGIONAL COACH,1.0,Primary,4.0,,,,,
Colac,REGIONAL COACH,1.0,Secondary,2.0,,,,,
Colac,REGIONAL COACH,1.0,Special,1.0,,,,,
Colac,REGIONAL TRAIN,2.0,Primary,4.0,,,,,
Colac,REGIONAL TRAIN,2.0,Secondary,2.0,,,,,
Colac,REGIONAL TRAIN,2.0,Special,1.0,,,,,
Colac Colac,,,,,,,,,
Colac East,,,,,,,,,
Colac West,REGIONAL BUS,1.0,,,,,,,
Colbinabbin,REGIONAL BUS,1.0,Primary,1.0,,,,,
Colbinabbin,REGIONAL COACH,1.0,Primary,1.0,,,,,
Colbrook,,,,,,,,,
Coldstream,METRO BUS,10.0,Primary,1.0,,,,,
Coldstream,METRO BUS,10.0,Special,1.0,,,,,
Coleraine,REGIONAL COACH,1.0,Primary,2.0,,,,,
Colignan,,,,,,,,,
Collingwood,METRO BUS,10.0,Language,1.0,,,,,
Collingwood,METRO BUS,10.0,Pri/Sec,1.0,,,,,
Collingwood,METRO BUS,10.0,Primary,1.0,,,,,
Collingwood,METRO TRAM,9.0,Language,1.0,,,,,
Collingwood,METRO TRAM,9.0,Pri/Sec,1.0,,,,,
Collingwood,METRO TRAM,9.0,Primary,1.0,,,,,
Combienbar,,,,,,,,,
Concongella,,,Primary,1.0,,,,,
Condah,REGIONAL COACH,1.0,,,,,,,
Condah Swamp,,,,,,,,,
Congupna,REGIONAL COACH,1.0,Primary,1.0,,,,,
Connewarre,REGIONAL BUS,5.0,,,,,,,
Connewirricoo,,,,,,,,,
Coojar,,,,,,,,,
Coolaroo,METRO BUS,30.0,Pri/Sec,1.0,,,,,
Coolaroo,METRO BUS,30.0,Primary,1.0,,,,,
Coolaroo,METRO TRAIN,5.0,Pri/Sec,1.0,,,,,
Coolaroo,METRO TRAIN,5.0,Primary,1.0,,,,,
Cooma,,,,,,,,,
Coomboona,,,,,,,,,
Coomoora,,,,,,,,,
Coongulla,,,,,,,,,
Coonooer Bridge,,,,,,,,,
Coonooer West,,,,,,,,,
Coopers Creek,,,,,,,,,
Cooriemungle,,,,,,,,,
Cope Cope,,,,,,,,,
Cora Lynn,,,,,,,,,
Corack,,,,,,,,,
Corack East,,,,,,,,,
Coragulac,REGIONAL BUS,1.0,Primary,1.0,,,,,
Coral Bank,,,,,,,,,
Corindhap,,,,,,,,,
Corinella,REGIONAL BUS,6.0,Primary,1.0,,,,,
Corinella,REGIONAL COACH,1.0,Primary,1.0,,,,,
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL BUS,50.0,Pri/Sec,2.0,Geelong,All properties,2025-03-01,395.0,480.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL BUS,50.0,Primary,1.0,Geelong,All properties,2025-03-01,395.0,480.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL COACH,1.0,Pri/Sec,2.0,Geelong,All properties,2025-03-01,395.0,480.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL COACH,1.0,Primary,1.0,Geelong,All properties,2025-03-01,395.0,480.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Geelong,All properties,2025-03-01,395.0,480.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,1 bedroom flat,2025-03-01,300.0,322.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,2 bedroom flat,2025-03-01,370.0,420.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,2 bedroom house,2025-03-01,375.0,440.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,3 bedroom flat,2025-03-01,430.0,500.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,3 bedroom house,2025-03-01,400.0,490.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,4 bedroom house,2025-03-01,485.0,560.0
Corio,REGIONAL TRAIN,2.0,Primary,1.0,Geelong,All properties,2025-03-01,395.0,480.0
Corndale,,,,,,,,,
Cornella,,,,,,,,,
Cornishtown,,,,,,,,,
Coronet Bay,REGIONAL BUS,7.0,,,,,,,
Corop,REGIONAL COACH,1.0,,,,,,,
Cororooke,REGIONAL BUS,1.0,,,,,,,
Corringle,,,,,,,,,
Corryong,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Corryong,REGIONAL BUS,1.0,Primary,1.0,,,,,
Corunnun,REGIONAL BUS,1.0,,,,,,,
Cosgrove,,,,,,,,,
Cosgrove South,,,,,,,,,
Costerfield,,,,,,,,,
Cotswold,,,,,,,,,
Cottles Bridge,,,Primary,1.0,,,,,
Cowa,,,,,,,,,
Cowangie,REGIONAL BUS,1.0,,,,,,,
Cowes,REGIONAL BUS,12.0,Primary,2.0,,,,,
Cowes,REGIONAL COACH,3.0,Primary,2.0,,,,,
Cowleys Creek,,,,,,,,,
Cowwarr,REGIONAL COACH,2.0,Primary,1.0,,,,,
Craigie,,,,,,,,,
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO BUS,124.0,Pri/Sec,1.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO BUS,124.0,Primary,9.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO BUS,124.0,Secondary,2.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO BUS,124.0,Special,1.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO TRAIN,3.0,Pri/Sec,1.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,4 bedroom house,2025-03-01,560.0,795.0
Craigieburn,METRO TRAIN,3.0,Primary,9.0,North Western Melbourne,All properties,2025-03-01,520.0,550.0
Craigieburn,METRO TRAIN,3.0,Secondary,2.0,North Western Melbourne,1 bedroom flat,2022-09-01,320.0,420.0
Craigieburn,METRO TRAIN,3.0,Secondary,2.0,North Western Melbourne,2 bedroom flat,2025-03-01,440.0,500.0
Craigieburn,METRO TRAIN,3.0,Secondary,2.0,North Western Melbourne,2 bedroom house,2025-03-01,450.0,532.0
Craigieburn,METRO TRAIN,3.0,Secondary,2.0,North Western Melbourne,3 bedroom flat,2025-03-01,480.0,610.0
Craigieburn,METRO TRAIN,3.0,Secondary,2.0,North Western Melbourne,3 bedroom house,2025-03-01,500.0,620.0
