suburb,MODE,stop_count,School_Type,school_count,region,Housing_Type,timestamp,Latest_Median,Forecasted_Next_Quarter
Sunbury,REGIONAL COACH,1.0,Primary,9.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL COACH,1.0,Primary,9.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL COACH,1.0,Primary,9.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL COACH,1.0,Primary,9.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL COACH,1.0,Primary,9.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL COACH,1.0,Secondary,3.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL COACH,1.0,Special,1.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL TRAIN,2.0,Pri/Sec,1.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL TRAIN,2.0,Primary,9.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL TRAIN,2.0,Secondary,3.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,1 bedroom flat,2024-12-01,320.0,420.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,2 bedroom flat,2025-03-01,420.0,500.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,2 bedroom house,2025-03-01,435.0,532.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,3 bedroom flat,2025-03-01,475.0,610.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,3 bedroom house,2025-03-01,480.0,620.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,4 bedroom house,2025-03-01,580.0,795.0
Sunbury,REGIONAL TRAIN,2.0,Special,1.0,North Western Melbourne,All properties,2025-03-01,500.0,550.0
Sunday Creek,,,,,,,,,
Sunderland Bay,REGIONAL BUS,2.0,,,,,,,
Sunderland Bay,REGIONAL COACH,2.0,,,,,,,
Sunset Strip,REGIONAL BUS,1.0,,,,,,,
Sunset Strip,REGIONAL COACH,1.0,,,,,,,
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,1 bedroom flat,2025-03-01,330.0,365.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,420.0,472.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,2 bedroom house,2025-03-01,450.0,490.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,530.0,575.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,4 bedroom house,2025-03-01,593.0,658.0
Sunshine,METRO BUS,61.0,Primary,3.0,Outer Western Melbourne,All properties,2025-03-01,480.0,530.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,1 bedroom flat,2025-03-01,330.0,365.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,420.0,472.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,2 bedroom house,2025-03-01,450.0,490.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,530.0,575.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,4 bedroom house,2025-03-01,593.0,658.0
Sunshine,METRO TRAIN,4.0,Primary,3.0,Outer Western Melbourne,All properties,2025-03-01,480.0,530.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,1 bedroom flat,2025-03-01,330.0,365.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,420.0,472.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,2 bedroom house,2025-03-01,450.0,490.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,530.0,575.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,4 bedroom house,2025-03-01,593.0,658.0
Sunshine,REGIONAL COACH,1.0,Primary,3.0,Outer Western Melbourne,All properties,2025-03-01,480.0,530.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,1 bedroom flat,2025-03-01,330.0,365.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,420.0,472.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,2 bedroom house,2025-03-01,450.0,490.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,530.0,575.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,4 bedroom house,2025-03-01,593.0,658.0
Sunshine,REGIONAL TRAIN,2.0,Primary,3.0,Outer Western Melbourne,All properties,2025-03-01,480.0,530.0
Sunshine North,METRO BUS,31.0,Primary,4.0,,,,,
Sunshine North,METRO BUS,31.0,Special,1.0,,,,,
Sunshine West,METRO BUS,68.0,Primary,5.0,,,,,
Sunshine West,METRO BUS,68.0,Secondary,2.0,,,,,
Sunshine West,METRO BUS,68.0,Special,1.0,,,,,
Sunshine West,REGIONAL COACH,1.0,Primary,5.0,,,,,
Sunshine West,REGIONAL COACH,1.0,Secondary,2.0,,,,,
Sunshine West,REGIONAL COACH,1.0,Special,1.0,,,,,
Sunshine West,REGIONAL TRAIN,2.0,Primary,5.0,,,,,
Sunshine West,REGIONAL TRAIN,2.0,Secondary,2.0,,,,,
Sunshine West,REGIONAL TRAIN,2.0,Special,1.0,,,,,
Surf Beach,REGIONAL BUS,1.0,,,,,,,
Surf Beach,REGIONAL COACH,1.0,,,,,,,
Surrey Hills,METRO BUS,23.0,Primary,4.0,,,,,
Surrey Hills,METRO TRAIN,2.0,Primary,4.0,,,,,
Surrey Hills,METRO TRAM,10.0,Primary,4.0,,,,,
Sutherland,,,,,,,,,
Sutherlands Creek,,,,,,,,,
Sutton,,,,,,,,,
Sutton Grange,,,,,,,,,
Swan Bay,,,,,,,,,
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL BUS,45.0,Primary,4.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL BUS,45.0,Secondary,2.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL BUS,45.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL COACH,1.0,Primary,4.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL COACH,1.0,Secondary,2.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL TRAIN,2.0,Primary,4.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL TRAIN,2.0,Secondary,2.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,220.0,275.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,350.0,360.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom house,2024-12-01,365.0,385.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom flat,2025-03-01,445.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,440.0,450.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Swan Hill,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,400.0,440.0
Swan Hill West,,,,,,,,,
Swan Island,,,,,,,,,
Swan Marsh,,,,,,,,,
Swan Reach,REGIONAL BUS,3.0,Primary,1.0,,,,,
Swan Reach,REGIONAL COACH,1.0,Primary,1.0,,,,,
Swanpool,,,,,,,,,
Swanwater,,,,,,,,,
Swanwater West,,,,,,,,,
Swifts Creek,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,1 bedroom flat,2022-09-01,340.0,365.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,443.0,472.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,2 bedroom house,2025-03-01,440.0,490.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,470.0,575.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,4 bedroom house,2025-03-01,540.0,658.0
Sydenham,METRO BUS,22.0,Primary,2.0,Outer Western Melbourne,All properties,2025-03-01,500.0,530.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,1 bedroom flat,2022-09-01,340.0,365.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,443.0,472.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,2 bedroom house,2025-03-01,440.0,490.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,470.0,575.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,4 bedroom house,2025-03-01,540.0,658.0
Sydenham,METRO BUS,22.0,Secondary,1.0,Outer Western Melbourne,All properties,2025-03-01,500.0,530.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,1 bedroom flat,2022-09-01,340.0,365.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,443.0,472.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,2 bedroom house,2025-03-01,440.0,490.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,470.0,575.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,4 bedroom house,2025-03-01,540.0,658.0
Sydenham,METRO TRAIN,1.0,Primary,2.0,Outer Western Melbourne,All properties,2025-03-01,500.0,530.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,1 bedroom flat,2022-09-01,340.0,365.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,2 bedroom flat,2025-03-01,443.0,472.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,2 bedroom house,2025-03-01,440.0,490.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,3 bedroom flat,2025-03-01,470.0,575.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,3 bedroom house,2025-03-01,480.0,549.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,4 bedroom house,2025-03-01,540.0,658.0
Sydenham,METRO TRAIN,1.0,Secondary,1.0,Outer Western Melbourne,All properties,2025-03-01,500.0,530.0
Sylvaterre,,,,,,,,,
Tabberabbera,,,,,,,,,
Tabilk,,,,,,,,,
Tabor,,,,,,,,,
Taggerty,METRO BUS,2.0,,,,,,,
Taggerty,REGIONAL BUS,2.0,,,,,,,
Tahara,,,,,,,,,
Tahara Bridge,,,,,,,,,
Tahara West,,,,,,,,,
Talbot,REGIONAL BUS,2.0,Primary,1.0,,,,,
Talbot,REGIONAL COACH,2.0,Primary,1.0,,,,,
Talbot,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Talgarno,,,Primary,1.0,,,,,
Tallandoon,,,,,,,,,
Tallangatta,REGIONAL BUS,1.0,Primary,2.0,,,,,
Tallangatta,REGIONAL BUS,1.0,Secondary,1.0,,,,,
Tallangatta East,,,,,,,,,
Tallangatta South,,,,,,,,,
Tallangatta Valley,,,,,,,,,
Tallarook,REGIONAL COACH,1.0,Primary,1.0,,,,,
Tallarook,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Tallygaroopna,REGIONAL COACH,1.0,Primary,1.0,,,,,
Tambo Crossing,,,,,,,,,
Tambo Upper,,,Primary,1.0,,,,,
Tamboon,,,,,,,,,
Tamboritha,,,,,,,,,
Taminick,,,,,,,,,
Tamleugh,,,,,,,,,
Tamleugh North,,,,,,,,,
Tandarook,,,,,,,,,
Tandarra,,,,,,,,,
Tangambalanga,REGIONAL BUS,1.0,Primary,1.0,,,,,
Tanjil,,,,,,,,,
Tanjil Bren,,,,,,,,,
Tanjil South,,,Primary,1.0,,,,,
Tantaraboo,,,,,,,,,
Tanwood,,,,,,,,,
Tanybryn,REGIONAL BUS,1.0,,,,,,,
Taradale,REGIONAL BUS,3.0,Primary,1.0,,,,,
Tarcombe,,,,,,,,,
Tarilta,,,,,,,,,
Tarnagulla,REGIONAL COACH,1.0,Primary,1.0,,,,,
Tarneit,METRO BUS,101.0,Pri/Sec,3.0,,,,,
Tarneit,METRO BUS,101.0,Primary,9.0,,,,,
Tarneit,METRO BUS,101.0,Secondary,3.0,,,,,
Tarneit,REGIONAL COACH,1.0,Pri/Sec,3.0,,,,,
Tarneit,REGIONAL COACH,1.0,Primary,9.0,,,,,
Tarneit,REGIONAL COACH,1.0,Secondary,3.0,,,,,
Tarneit,REGIONAL TRAIN,2.0,Pri/Sec,3.0,,,,,
Tarneit,REGIONAL TRAIN,2.0,Primary,9.0,,,,,
Tarneit,REGIONAL TRAIN,2.0,Secondary,3.0,,,,,
Tarnook,,,,,,,,,
Taroon,,,,,,,,,
Tarra Valley,,,,,,,,,
Tarranyurk,REGIONAL BUS,1.0,,,,,,,
Tarraville,,,,,,,,,
Tarrawarra,METRO BUS,1.0,,,,,,,
Tarrawingee,,,,,,,,,
Tarrayoukyan,,,,,,,,,
Tarrengower,,,,,,,,,
Tarrenlea,,,,,,,,,
Tarrington,REGIONAL BUS,1.0,Primary,1.0,,,,,
Tarrington,REGIONAL COACH,1.0,Primary,1.0,,,,,
Tarrone,,,,,,,,,
Tarwin,,,,,,,,,
Tarwin Lower,,,Primary,1.0,,,,,
Tatong,,,,,,,,,
Tatura,REGIONAL BUS,1.0,Primary,2.0,,,,,
Tatura,REGIONAL COACH,1.0,Primary,2.0,,,,,
Tatura East,,,,,,,,,
Tatyoon,,,,,,,,,
Tawonga,REGIONAL BUS,2.0,Primary,1.0,,,,,
Tawonga South,REGIONAL BUS,1.0,,,,,,,
Tawonga South,REGIONAL COACH,1.0,,,,,,,
Taylor Bay,,,,,,,,,
Taylors Hill,METRO BUS,21.0,Pri/Sec,1.0,,,,,
Taylors Hill,METRO BUS,21.0,Primary,1.0,,,,,
Taylors Lakes,METRO BUS,39.0,Primary,1.0,,,,,
Taylors Lakes,METRO BUS,39.0,Secondary,1.0,,,,,
Taylors Lakes,METRO TRAIN,3.0,Primary,1.0,,,,,
Taylors Lakes,METRO TRAIN,3.0,Secondary,1.0,,,,,
Taylors Lakes,REGIONAL COACH,1.0,Primary,1.0,,,,,
Taylors Lakes,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Taylors Lakes,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Taylors Lakes,REGIONAL TRAIN,2.0,Secondary,1.0,,,,,
Teal Point,,,,,,,,,
Tecoma,METRO BUS,13.0,Primary,1.0,,,,,
Tecoma,METRO TRAIN,2.0,Primary,1.0,,,,,
Teddywaddy,REGIONAL COACH,1.0,,,,,,,
Teddywaddy West,,,,,,,,,
Teesdale,,,Primary,1.0,,,,,
Telangatuk East,,,,,,,,,
Telford,,,,,,,,,
Telopea Downs,,,,,,,,,
Templestowe,METRO BUS,79.0,Primary,3.0,,,,,
Templestowe Lower,METRO BUS,49.0,Primary,3.0,,,,,
Templestowe Lower,METRO BUS,49.0,Secondary,1.0,,,,,
Tempy,REGIONAL BUS,1.0,Primary,1.0,,,,,
Tempy,REGIONAL COACH,1.0,Primary,1.0,,,,,
Tenby Point,,,,,,,,,
Tennyson,,,,,,,,,
Terang,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Terang,REGIONAL COACH,1.0,Primary,1.0,,,,,
Terang,REGIONAL TRAIN,2.0,Pri/Sec,1.0,,,,,
Terang,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Terip Terip,,,,,,,,,
Terrappee,,,,,,,,,
Terrick Terrick,,,,,,,,,
Terrick Terrick East,,,,,,,,,
Tesbury,,,,,,,,,
Tetoora Road,,,,,,,,,
Thalia,,,,,,,,,
Thalloo,,,,,,,,,
The Basin,METRO BUS,15.0,Pri/Sec,1.0,,,,,
The Basin,METRO BUS,15.0,Primary,2.0,,,,,
